Age,Gender,Region,HouseholdIncomeUSD,Occupation,BuyFrequency,AvgSpendPerTripUSD,StyleKeywords,InspirationPlatforms,BuysPreloved,PrelovedMotives,PrelovedBarriers,SustainabilityImportance,QuizWillingness,LinkSocials,PayPremiumForStory,ShareOwnStory,SubscriptionInterest,MaxMonthlyFeeUSD,SwapPerks
26,Non-binary,Asia,5606,Retail/Service,Weekly,45,"Vintage, Minimalist","Pinterest, TikTok",Yes,"Affordability, Unique pieces",Hygiene,5,Definitely,Yes,3,5,Very interested,15,"Loyalty points, Stylist chat, Hygiene guarantee"
27,Female,Australia/NZ,6529,Homemaker,Quarterly,91,Casual,"Instagram, Pinterest",Yes,Story value,"Sizing fit, None, Authenticity",2,Definitely,Maybe if anonymised,3,2,Somewhat,25,"Loyalty points, Hygiene guarantee"
24,Male,Other,3355,Creative,Monthly,64,"Vintage, Boho",TikTok,Yes,"Affordability, Brand access, Story value","Sizing fit, Shipping hassle, Authenticity",2,Maybe,Maybe if anonymised,5,4,Not interested,15,"Hygiene guarantee, Easy returns"
28,Male,North America,3419,Professional,Quarterly,103,Vintage,"Instagram, Blogs, YouTube",Yes,Sustainability,Hygiene,1,Maybe,Yes,4,2,Very interested,69,"Stylist chat, Easy returns, Loyalty points"
38,Female,Europe,5148,Homemaker,Monthly,215,"Vintage, Boho, Sporty","Blogs, TikTok, Instagram",No,"Sustainability, Story value, Unique pieces","Authenticity, Sizing fit, None",3,Maybe,Maybe if anonymised,2,4,Somewhat,47,Stylist chat
36,Female,North America,11818,Student,Monthly,70,"Streetwear, Casual, Boho","Instagram, TikTok",No,"Unique pieces, Affordability, Story value",None,3,Definitely,No,5,4,Very interested,76,"Hygiene guarantee, Loyalty points, Easy returns"
41,Male,Europe,1754,Professional,Monthly,214,Casual,YouTube,No,Sustainability,None,4,Maybe,Yes,4,3,Neutral,29,"Quality vetting, Easy returns, Hygiene guarantee, Stylist chat"
31,Male,Europe,5853,Professional,Monthly,192,Formal,Pinterest,Yes,"Story value, Brand access, Unique pieces","None, Hygiene, Shipping hassle",1,Definitely,Maybe if anonymised,5,2,Very interested,44,"Stylist chat, Quality vetting, Hygiene guarantee"
18,Female,Asia,5985,Professional,Monthly,97,"Streetwear, Formal","Pinterest, IRL friends, Blogs",No,"Brand access, Affordability","None, Authenticity, Sizing fit",4,Definitely,Maybe if anonymised,4,3,Somewhat,100,"Hygiene guarantee, Quality vetting, Easy returns, Stylist chat"
32,Male,Africa,3117,Professional,Weekly,10,"Boho, Minimalist","Instagram, TikTok, YouTube",No,Story value,"None, Authenticity",2,Definitely,Maybe if anonymised,4,3,Very interested,45,Hygiene guarantee
43,Female,Middle East,9619,Student,Weekly,147,"Casual, Boho, Formal","Instagram, IRL friends, Blogs",No,"Brand access, Story value","Sizing fit, Shipping hassle",4,Maybe,Yes,4,3,Very interested,82,Easy returns
53,Female,Middle East,4217,Retail/Service,Quarterly,130,Sporty,"TikTok, Blogs",Yes,Unique pieces,Hygiene,5,Maybe,Yes,3,2,Somewhat,5,"Easy returns, Hygiene guarantee, Stylist chat"
25,Female,North America,4201,Creative,Monthly,10,Streetwear,TikTok,No,"Brand access, Affordability","Shipping hassle, Authenticity, None",2,Maybe,Maybe if anonymised,2,5,Somewhat,40,"Easy returns, Hygiene guarantee, Stylist chat, Loyalty points"
28,Female,Middle East,7021,Retail/Service,Quarterly,156,"Boho, Streetwear","Pinterest, Instagram",No,Unique pieces,"Sizing fit, None, Authenticity",4,Definitely,Yes,5,5,Somewhat,26,"Quality vetting, Hygiene guarantee, Stylist chat"
42,Female,Australia/NZ,5389,Retail/Service,Monthly,106,"Casual, Minimalist","YouTube, Instagram",No,Unique pieces,"Authenticity, None, Sizing fit",5,Maybe,No,4,3,Somewhat,29,"Easy returns, Loyalty points, Hygiene guarantee, Quality vetting"
25,Male,Australia/NZ,2651,Professional,Quarterly,70,"Boho, Formal",YouTube,Occasionally,"Sustainability, Story value","Authenticity, Sizing fit, Shipping hassle",5,Definitely,Maybe if anonymised,4,5,Somewhat,14,"Quality vetting, Stylist chat"
31,Female,North America,7786,Creative,Weekly,170,Boho,Instagram,No,"Brand access, Unique pieces",Hygiene,3,Definitely,Yes,3,3,Somewhat,67,"Stylist chat, Loyalty points"
38,Male,Europe,5749,Professional,Monthly,106,Minimalist,Instagram,Occasionally,Sustainability,"Sizing fit, None",3,Maybe,No,5,3,Neutral,22,"Stylist chat, Easy returns, Hygiene guarantee, Loyalty points"
23,Female,North America,8362,Professional,Monthly,58,"Vintage, Formal","IRL friends, TikTok, Blogs",No,Story value,"Hygiene, None, Shipping hassle",3,Maybe,Maybe if anonymised,2,5,Neutral,28,Easy returns
44,Male,Europe,9908,Student,Monthly,110,"Streetwear, Formal","Pinterest, Blogs",Yes,"Unique pieces, Affordability","Sizing fit, Shipping hassle, Hygiene",3,Definitely,Maybe if anonymised,4,2,Somewhat,45,"Quality vetting, Loyalty points"
31,Female,Africa,5278,Professional,Weekly,128,"Boho, Minimalist, Sporty",TikTok,Occasionally,"Brand access, Sustainability, Story value","Sizing fit, Authenticity, Shipping hassle",3,Definitely,Maybe if anonymised,5,4,Neutral,38,"Loyalty points, Hygiene guarantee"
36,Male,Europe,4550,Student,Quarterly,137,"Streetwear, Formal, Vintage","Pinterest, IRL friends, TikTok",No,Brand access,None,4,Definitely,Maybe if anonymised,4,4,Very interested,50,"Stylist chat, Easy returns, Hygiene guarantee, Quality vetting"
33,Female,Europe,4182,Professional,Quarterly,157,Boho,"Pinterest, YouTube",Yes,"Brand access, Story value",None,5,Definitely,Yes,2,4,Somewhat,68,Stylist chat
19,Female,North America,5343,Professional,Monthly,73,Minimalist,Instagram,No,"Affordability, Brand access, Sustainability",Sizing fit,4,Definitely,Maybe if anonymised,4,4,Somewhat,19,Easy returns
30,Male,Europe,8531,Student,Weekly,87,"Casual, Formal, Minimalist","Pinterest, YouTube, Instagram",No,"Sustainability, Unique pieces",Hygiene,1,Definitely,Maybe if anonymised,4,3,Somewhat,54,"Quality vetting, Hygiene guarantee, Loyalty points"
20,Female,Other,8835,Creative,Monthly,140,Streetwear,"Pinterest, YouTube, IRL friends",Occasionally,Brand access,"Authenticity, Sizing fit, None",3,Maybe,Yes,4,4,Very interested,64,"Hygiene guarantee, Stylist chat, Quality vetting"
23,Female,Asia,8073,Retail/Service,Monthly,100,Streetwear,"Instagram, IRL friends",Yes,"Affordability, Sustainability, Unique pieces","Shipping hassle, Sizing fit",3,Definitely,Yes,4,3,Somewhat,56,"Quality vetting, Hygiene guarantee"
22,Female,North America,8195,Professional,Monthly,213,Vintage,"TikTok, IRL friends",No,Story value,"Authenticity, Sizing fit, None",3,Definitely,Maybe if anonymised,2,3,Somewhat,85,"Hygiene guarantee, Quality vetting, Stylist chat, Loyalty points"
32,Female,North America,3184,Professional,Monthly,77,Boho,"YouTube, Blogs",Occasionally,Brand access,Sizing fit,1,Definitely,Yes,3,5,Very interested,43,"Stylist chat, Loyalty points"
19,Female,North America,6018,Retail/Service,Monthly,358,"Vintage, Boho",YouTube,Yes,"Brand access, Unique pieces, Story value",None,3,Maybe,No,3,1,Very interested,24,"Stylist chat, Hygiene guarantee"
38,Female,Europe,4097,Professional,Monthly,105,Minimalist,"Instagram, YouTube",Yes,Sustainability,Authenticity,5,No,No,2,3,Somewhat,58,"Easy returns, Quality vetting"
39,Female,North America,3993,Creative,Monthly,44,"Casual, Boho, Streetwear","YouTube, TikTok",No,"Sustainability, Unique pieces","None, Authenticity",5,Definitely,Maybe if anonymised,4,3,Very interested,58,"Hygiene guarantee, Stylist chat, Easy returns"
26,Female,North America,7224,Professional,Monthly,143,"Boho, Streetwear",TikTok,Yes,Sustainability,"Authenticity, None, Hygiene",4,Definitely,Yes,5,2,Not interested,28,"Loyalty points, Stylist chat"
29,Female,Europe,2975,Professional,Weekly,10,Boho,"IRL friends, YouTube, TikTok",Occasionally,"Sustainability, Brand access, Affordability","Sizing fit, None",4,No,Yes,4,1,Somewhat,33,"Loyalty points, Hygiene guarantee, Stylist chat"
32,Prefer not to say,Australia/NZ,3555,Professional,Quarterly,121,Vintage,"TikTok, Blogs, Instagram",No,Brand access,"None, Sizing fit, Authenticity",4,Definitely,Yes,4,3,Somewhat,30,"Easy returns, Hygiene guarantee, Stylist chat"
39,Non-binary,Europe,8618,Professional,Monthly,96,Formal,"IRL friends, YouTube",Yes,Story value,"Hygiene, Authenticity, Shipping hassle",3,Definitely,Yes,3,2,Very interested,5,"Loyalty points, Stylist chat, Easy returns, Hygiene guarantee"
35,Female,Europe,6572,Retail/Service,Weekly,19,"Sporty, Formal",IRL friends,No,"Unique pieces, Story value",Authenticity,1,Definitely,Yes,5,4,Not interested,38,Quality vetting
23,Male,Australia/NZ,1883,Homemaker,Monthly,145,"Streetwear, Vintage, Formal","Pinterest, Blogs, TikTok",Yes,"Brand access, Story value","None, Shipping hassle, Authenticity",1,No,Maybe if anonymised,2,5,Neutral,49,"Stylist chat, Hygiene guarantee, Loyalty points, Quality vetting"
40,Female,Europe,8756,Student,Monthly,164,"Casual, Formal, Vintage","Pinterest, TikTok",Yes,"Sustainability, Affordability, Story value","None, Authenticity",3,Definitely,Yes,2,2,Neutral,82,"Loyalty points, Easy returns, Quality vetting"
31,Female,Europe,5642,Professional,Monthly,71,"Sporty, Minimalist","Instagram, IRL friends, Blogs",Occasionally,"Unique pieces, Story value, Brand access","None, Sizing fit, Hygiene",1,No,No,3,1,Neutral,97,"Loyalty points, Quality vetting"
26,Female,Africa,7312,Professional,Quarterly,85,"Sporty, Streetwear, Boho","Blogs, Pinterest",Yes,Unique pieces,"Authenticity, Sizing fit",3,Maybe,Maybe if anonymised,3,2,Somewhat,43,Loyalty points
18,Female,Asia,8065,Homemaker,Quarterly,85,Boho,"YouTube, Pinterest",No,"Unique pieces, Brand access","Hygiene, Shipping hassle, Authenticity",1,Definitely,Maybe if anonymised,5,4,Very interested,62,Stylist chat
40,Male,Europe,11912,Creative,Monthly,69,"Vintage, Casual",Instagram,No,Sustainability,"Shipping hassle, Sizing fit",4,Maybe,Maybe if anonymised,1,4,Somewhat,68,"Quality vetting, Loyalty points"
25,Male,North America,10283,Student,Quarterly,120,"Vintage, Boho","TikTok, Blogs",No,"Unique pieces, Brand access, Story value","Authenticity, None, Shipping hassle",4,Definitely,Yes,3,4,Somewhat,53,"Stylist chat, Hygiene guarantee, Easy returns"
20,Female,Middle East,2374,Creative,Rarely,195,"Vintage, Formal","IRL friends, YouTube, Pinterest",Occasionally,"Unique pieces, Story value, Sustainability","Shipping hassle, Hygiene",2,Maybe,Maybe if anonymised,3,4,Somewhat,56,"Loyalty points, Stylist chat, Hygiene guarantee"
28,Female,North America,3800,Student,Weekly,76,"Vintage, Minimalist","IRL friends, YouTube",Yes,Affordability,Hygiene,3,Maybe,Yes,5,4,Not interested,47,"Stylist chat, Loyalty points"
22,Female,Australia/NZ,6490,Retail/Service,Weekly,192,Vintage,Blogs,Occasionally,"Brand access, Affordability","None, Authenticity",5,Maybe,Yes,4,1,Somewhat,71,Loyalty points
20,Male,Africa,8500,Student,Weekly,128,"Casual, Formal","IRL friends, TikTok",Yes,"Sustainability, Affordability, Unique pieces",Shipping hassle,4,Definitely,Maybe if anonymised,4,2,Somewhat,63,"Hygiene guarantee, Easy returns, Loyalty points"
31,Female,Europe,5480,Retail/Service,Monthly,10,Formal,"Blogs, YouTube, IRL friends",Yes,"Sustainability, Affordability, Story value","Authenticity, Shipping hassle, Sizing fit",5,Maybe,Maybe if anonymised,2,4,Not interested,66,"Hygiene guarantee, Quality vetting, Easy returns, Loyalty points"
27,Male,Australia/NZ,5305,Professional,Quarterly,37,Vintage,"IRL friends, Blogs, Pinterest",No,"Brand access, Story value","Hygiene, Sizing fit",3,Definitely,No,4,3,Very interested,5,"Quality vetting, Loyalty points, Hygiene guarantee, Easy returns"
55,Female,Europe,2911,Other,Monthly,10,"Formal, Sporty, Minimalist","YouTube, IRL friends, Instagram",No,"Brand access, Affordability",Authenticity,2,Definitely,Maybe if anonymised,3,5,Very interested,5,Loyalty points
24,Male,North America,5186,Professional,Monthly,116,Casual,YouTube,Occasionally,"Unique pieces, Affordability, Brand access",Authenticity,5,Definitely,Yes,2,4,Not interested,29,"Loyalty points, Easy returns, Hygiene guarantee"
29,Male,North America,1432,Professional,Monthly,52,"Minimalist, Vintage, Formal","Blogs, TikTok",No,"Brand access, Story value, Affordability","None, Shipping hassle, Sizing fit",4,Maybe,Maybe if anonymised,2,5,Somewhat,80,"Easy returns, Loyalty points, Stylist chat, Quality vetting"
38,Female,Africa,6804,Homemaker,Quarterly,127,"Formal, Boho, Sporty","Pinterest, TikTok, YouTube",Yes,"Brand access, Story value","None, Hygiene, Sizing fit",4,Definitely,No,1,4,Neutral,42,"Stylist chat, Loyalty points, Quality vetting, Easy returns"
20,Non-binary,Asia,5995,Professional,Monthly,285,Sporty,Instagram,Yes,"Brand access, Story value, Sustainability",None,2,No,Yes,3,3,Somewhat,91,"Quality vetting, Loyalty points"
19,Male,Europe,6165,Creative,Monthly,113,Vintage,"Blogs, Pinterest, Instagram",Yes,"Brand access, Story value, Affordability","Shipping hassle, Authenticity",5,No,Maybe if anonymised,5,3,Not interested,41,"Loyalty points, Stylist chat"
18,Female,Asia,5569,Professional,Monthly,190,"Boho, Formal, Streetwear",TikTok,Occasionally,Unique pieces,"Sizing fit, Authenticity",1,Definitely,No,4,4,Very interested,16,"Stylist chat, Quality vetting, Easy returns, Loyalty points"
26,Male,North America,7921,Professional,Quarterly,141,Casual,Instagram,Occasionally,Sustainability,"None, Hygiene, Shipping hassle",1,Maybe,Yes,3,5,Very interested,35,"Stylist chat, Hygiene guarantee"
26,Female,Asia,5589,Student,Quarterly,117,"Formal, Sporty, Minimalist","Pinterest, Blogs, TikTok",No,"Story value, Brand access, Unique pieces","None, Hygiene, Shipping hassle",2,Definitely,Maybe if anonymised,4,1,Very interested,44,"Quality vetting, Stylist chat"
20,Male,Europe,12563,Student,Quarterly,145,Casual,"Pinterest, Instagram",Yes,"Story value, Affordability, Unique pieces",Shipping hassle,3,Definitely,Yes,5,4,Not interested,47,"Stylist chat, Easy returns"
32,Female,Africa,6104,Student,Rarely,133,"Streetwear, Minimalist, Casual",IRL friends,No,"Affordability, Story value","Authenticity, Shipping hassle, Sizing fit",4,Definitely,Yes,2,2,Very interested,42,"Stylist chat, Loyalty points, Quality vetting, Hygiene guarantee"
21,Male,Middle East,1835,Professional,Monthly,99,"Vintage, Minimalist",IRL friends,No,Affordability,"Hygiene, Shipping hassle, None",1,Maybe,No,4,1,Very interested,36,"Stylist chat, Easy returns, Loyalty points, Quality vetting"
27,Male,North America,4421,Homemaker,Monthly,172,"Vintage, Minimalist, Casual","Pinterest, IRL friends, YouTube",Yes,Unique pieces,"None, Hygiene",4,No,Maybe if anonymised,4,2,Somewhat,15,"Stylist chat, Loyalty points, Quality vetting"
38,Male,North America,3774,Other,Weekly,80,Vintage,IRL friends,Yes,Story value,"Sizing fit, Authenticity",2,Definitely,Yes,3,3,Neutral,37,Hygiene guarantee
23,Male,North America,3496,Professional,Quarterly,42,"Vintage, Streetwear, Casual","YouTube, Instagram, IRL friends",Yes,Unique pieces,"Hygiene, None, Authenticity",5,Definitely,Maybe if anonymised,5,1,Somewhat,29,"Stylist chat, Easy returns"
18,Male,Australia/NZ,6236,Professional,Quarterly,163,"Casual, Minimalist, Sporty","Pinterest, Blogs, Instagram",Yes,"Story value, Affordability",Hygiene,4,Maybe,Yes,3,3,Neutral,32,"Hygiene guarantee, Stylist chat, Loyalty points"
29,Male,Asia,4576,Homemaker,Quarterly,182,Boho,IRL friends,Occasionally,Story value,"None, Shipping hassle",4,Maybe,No,4,2,Very interested,47,"Hygiene guarantee, Loyalty points, Quality vetting, Stylist chat"
28,Female,Asia,10994,Creative,Quarterly,104,Streetwear,"YouTube, Pinterest, Blogs",No,"Unique pieces, Affordability, Brand access",None,1,Definitely,Yes,4,4,Somewhat,82,"Hygiene guarantee, Stylist chat"
39,Male,Africa,8621,Professional,Quarterly,102,"Minimalist, Vintage","TikTok, YouTube, Instagram",Occasionally,"Sustainability, Brand access, Unique pieces","Authenticity, Sizing fit, Hygiene",4,No,Yes,3,2,Very interested,5,"Easy returns, Quality vetting"
36,Male,North America,2291,Professional,Rarely,88,"Streetwear, Minimalist","Blogs, Instagram, Pinterest",Yes,"Affordability, Unique pieces, Sustainability","None, Shipping hassle, Hygiene",3,Maybe,No,4,3,Very interested,60,Hygiene guarantee
18,Female,Europe,5355,Student,Monthly,170,Sporty,Instagram,No,Affordability,"Sizing fit, None, Shipping hassle",3,Maybe,No,2,4,Not interested,63,"Quality vetting, Stylist chat, Loyalty points"
32,Female,North America,7241,Retail/Service,Weekly,86,"Boho, Streetwear, Casual","TikTok, YouTube, IRL friends",Yes,"Affordability, Brand access, Sustainability","Sizing fit, None, Hygiene",3,Maybe,Yes,3,4,Not interested,40,"Easy returns, Loyalty points, Hygiene guarantee, Quality vetting"
22,Female,North America,6235,Professional,Quarterly,117,"Sporty, Streetwear, Vintage","Blogs, Instagram",Occasionally,"Sustainability, Unique pieces, Affordability",Shipping hassle,4,Maybe,Maybe if anonymised,1,3,Not interested,22,Easy returns
27,Female,Europe,17737,Professional,Rarely,158,Sporty,"Blogs, Instagram",Yes,"Unique pieces, Sustainability","Sizing fit, Hygiene, None",2,Definitely,Yes,5,2,Somewhat,56,Stylist chat
36,Female,North America,6462,Professional,Monthly,183,Streetwear,"Instagram, Pinterest, IRL friends",Yes,Story value,"Hygiene, Sizing fit, None",3,Maybe,Yes,1,4,Not interested,6,"Quality vetting, Loyalty points, Stylist chat"
26,Male,North America,3215,Professional,Quarterly,199,Vintage,IRL friends,Occasionally,Unique pieces,"Authenticity, Hygiene, None",5,Definitely,Maybe if anonymised,3,4,Somewhat,33,"Hygiene guarantee, Quality vetting, Easy returns, Loyalty points"
27,Female,North America,5902,Professional,Weekly,121,Streetwear,"Blogs, TikTok",Occasionally,"Story value, Sustainability",None,3,Maybe,Maybe if anonymised,3,2,Somewhat,19,"Easy returns, Loyalty points, Quality vetting, Stylist chat"
23,Male,North America,2843,Student,Monthly,164,Vintage,"YouTube, IRL friends, Blogs",Yes,Brand access,"Hygiene, Shipping hassle",5,No,Yes,5,3,Somewhat,66,"Quality vetting, Stylist chat, Hygiene guarantee"
33,Non-binary,Other,7902,Creative,Monthly,116,"Boho, Casual",Instagram,Yes,"Story value, Unique pieces",None,2,Definitely,Maybe if anonymised,4,1,Somewhat,100,"Loyalty points, Quality vetting, Easy returns, Hygiene guarantee"
24,Female,Middle East,8853,Retail/Service,Rarely,201,"Formal, Streetwear, Minimalist","IRL friends, Instagram",Occasionally,"Sustainability, Brand access, Unique pieces",Hygiene,5,Definitely,Yes,4,4,Somewhat,83,"Easy returns, Loyalty points, Quality vetting, Stylist chat"
22,Male,Europe,5419,Professional,Monthly,10,Boho,"Instagram, TikTok, YouTube",Yes,"Unique pieces, Sustainability","Sizing fit, Hygiene",4,Maybe,No,4,2,Very interested,66,"Hygiene guarantee, Loyalty points"
22,Female,Asia,7867,Student,Quarterly,10,"Streetwear, Formal, Casual",YouTube,Yes,"Story value, Sustainability","Sizing fit, Shipping hassle",1,Definitely,No,4,5,Somewhat,5,"Quality vetting, Hygiene guarantee"
29,Male,Asia,6238,Student,Weekly,159,Formal,"YouTube, Blogs",Yes,"Sustainability, Unique pieces, Brand access","None, Sizing fit",1,Definitely,Yes,2,3,Very interested,80,Quality vetting
